method,n_iv,beta,se,pvalue,gene_symbol,ensembl_gene_id,outcome,or,or_ci_lower,or_ci_upper,egger_intercept,egger_intercept_p,cochran_q,cochran_q_p,steiger_direction,steiger_p,n_iv_preharm,n_iv_postharm,n_palindromic,n_removed,outcome_scale_original,outcome_scale_used,ukb_rescaled
Wald ratio,1,0.396288566361934,0.274282630088914,0.148508926341958,DHFRL1,ENSG00000178700,BBJ_Graves,1.48629815132519,0.86822412544643,2.54436859088291,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.131669431946181,0.274120415247382,0.630989718172891,DHODH,ENSG00000102967,BBJ_Graves,1.14073116765151,0.666572357450952,1.95217755777898,,,0.0930886134480862,0.760286741823862,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.0230797789528245,0.108945086001999,0.832225760260471,DHRS1,ENSG00000157379,BBJ_Graves,0.977184521905586,0.78929735959941,1.2097970153308,,,,,,,8,1,1,7,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.0811048630087449,0.154096031476218,0.598661202077458,DHRS12,ENSG00000102796,BBJ_Graves,1.08448461292379,0.801778127265776,1.46687323546629,0.0443257466294163,0.784939551598006,3.97793376509116,0.136836720850298,,,3,3,1,0,log_odds,log_odds,FALSE
MR Egger,3,-0.14529886621625,0.676509184352684,0.865314581497202,DHRS12,ENSG00000102796,BBJ_Graves,0.864763805799514,0.229636680838473,3.25651998230577,0.0443257466294163,0.784939551598006,3.97793376509116,0.136836720850298,,,3,3,1,0,log_odds,log_odds,FALSE
Weighted median,3,0.0238681576514926,0.124418024958899,0.847868773008328,DHRS12,ENSG00000102796,BBJ_Graves,1.02415528195148,0.802525883217189,1.30699091890255,0.0443257466294163,0.784939551598006,3.97793376509116,0.136836720850298,,,3,3,1,0,log_odds,log_odds,FALSE
Weighted mode,3,-0.0011759636165648,0.179707862744979,0.99537291839404,DHRS12,ENSG00000102796,BBJ_Graves,0.99882472755769,0.702293848736052,1.42056040812006,0.0443257466294163,0.784939551598006,3.97793376509116,0.136836720850298,,,3,3,1,0,log_odds,log_odds,FALSE
Wald ratio,1,0.0363455038702905,0.173355593652935,0.833934082090591,DHRS13,ENSG00000167536,BBJ_Graves,1.03701407697949,0.738280489371707,1.45662551203109,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,-0.159797863916439,0.19841526637799,0.42060573065802,DHRS3,ENSG00000162496,BBJ_Graves,0.852316055384387,0.577705078107929,1.25746282280435,0.0913934833119181,0.438084219496376,1.72416543759419,0.422281671836664,,,3,3,0,0,log_odds,log_odds,FALSE
MR Egger,3,-0.879126222692993,0.623837748148953,0.392888174382181,DHRS3,ENSG00000162496,BBJ_Graves,0.415145497963907,0.122230312191467,1.4100085436232,0.0913934833119181,0.438084219496376,1.72416543759419,0.422281671836664,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted median,3,-0.251770530879231,0.245076409022818,0.304272430840689,DHRS3,ENSG00000162496,BBJ_Graves,0.777423112200508,0.480888284521618,1.25681309950139,0.0913934833119181,0.438084219496376,1.72416543759419,0.422281671836664,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted mode,3,-0.313749165468804,0.32203514752565,0.432681362875258,DHRS3,ENSG00000162496,BBJ_Graves,0.730702290540689,0.388703648551571,1.37360644643028,0.0913934833119181,0.438084219496376,1.72416543759419,0.422281671836664,,,3,3,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.118994951876863,0.313179162963388,0.703976536682735,DHRS4,ENSG00000157326,BBJ_Graves,0.887812282536362,0.480548984323924,1.64022955980512,,,0.300469620003081,0.583588160919136,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.0250036288655785,0.20848682568926,0.904539344672892,DHRS4L2,ENSG00000187630,BBJ_Graves,1.02531884126193,0.681383118026642,1.54285995416399,,,,,,,2,1,0,1,log_odds,log_odds,FALSE
Wald ratio,1,0.0216315833755885,0.229483032040148,0.924900848815186,DHRS7B,ENSG00000109016,BBJ_Graves,1.02186724223251,0.651710287961234,1.60226511693488,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.122455358516215,0.171590617265934,0.475444660528706,DHRS9,ENSG00000073737,BBJ_Graves,1.13026866207761,0.807459603852917,1.58213146809932,,,3.00663896893235,0.0829240710098923,,,4,2,0,2,log_odds,log_odds,FALSE
Wald ratio,1,0.705065818037185,0.339431898792254,0.0377836806791316,DKK2,ENSG00000155011,BBJ_Graves,2.02397989492248,1.04058108885927,3.93673751993815,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,-0.0330172602866218,0.117222940958919,0.778202614405118,DKK3,ENSG00000050165,BBJ_Graves,0.967521859740298,0.768915479941191,1.21742710804434,0.0335380624116236,0.682158864588998,3.08263361011477,0.21409898909265,,,6,3,0,3,log_odds,log_odds,FALSE
MR Egger,3,-0.172210674819825,0.29381841143621,0.662498832396373,DKK3,ENSG00000050165,BBJ_Graves,0.841801808041735,0.473267381683297,1.4973148614255,0.0335380624116236,0.682158864588998,3.08263361011477,0.21409898909265,,,6,3,0,3,log_odds,log_odds,FALSE
Weighted median,3,-0.063892439131763,0.0957351859280363,0.504524830111128,DKK3,ENSG00000050165,BBJ_Graves,0.938105897589134,0.777607482324965,1.13173123342419,0.0335380624116236,0.682158864588998,3.08263361011477,0.21409898909265,,,6,3,0,3,log_odds,log_odds,FALSE
Weighted mode,3,-0.122584396285468,0.325528080256287,0.742689974591271,DKK3,ENSG00000050165,BBJ_Graves,0.884631242202048,0.467376828419944,1.67439288191837,0.0335380624116236,0.682158864588998,3.08263361011477,0.21409898909265,,,6,3,0,3,log_odds,log_odds,FALSE
Wald ratio,1,-0.217931741915697,0.209044894568664,0.297174518285733,DLD,ENSG00000091140,BBJ_Graves,0.804180331602066,0.5338396664123,1.21142366598914,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.265359452798667,0.230737339174434,0.250123321289908,DLK1,ENSG00000185559,BBJ_Graves,0.766930225207971,0.487919601571218,1.20548952828184,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.205438689535324,0.203252951225362,0.312134288002828,DMKN,ENSG00000161249,BBJ_Graves,0.814290017536094,0.546722196002673,1.21280649936461,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.0470769545990836,0.106389758301364,0.658130921859135,DMPK,ENSG00000104936,BBJ_Graves,1.04820266999223,0.850911652691578,1.29123726758633,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.857145968627423,0.5023445270218,0.0879539043060907,DNAJB11,ENSG00000090520,BBJ_Graves,2.35642577435468,0.880338044025282,6.30751160617069,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.0255588836069784,0.074304430876596,0.730864915270909,DNASE1L3,ENSG00000163687,BBJ_Graves,0.974764979597862,0.842656760553299,1.12758457527419,,,0.662122948706414,0.415811461571219,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.301504305933192,0.315070955737854,0.338597050641666,DNMT3A,ENSG00000119772,BBJ_Graves,1.35189093627763,0.729034103170149,2.50689109829346,,,,,,,1,1,1,0,log_odds,log_odds,FALSE
Wald ratio,1,-9.48550561042048,10.7336833359353,0.376850652345481,DNMT3B,ENSG00000088305,BBJ_Graves,7.59446623078008e-05,5.54372331238123e-14,104038.232214163,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.00514354390469428,0.141207123448234,0.970943059984067,DNPEP,ENSG00000123992,BBJ_Graves,0.994869661466752,0.754341944967595,1.31209148571141,,,9.34263861645548,0.00223882943427465,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.442967727373273,0.175617914053312,0.0116577653130528,DOT1L,ENSG00000104885,BBJ_Graves,0.642127929908397,0.455126972319763,0.905963178290277,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.388591176816894,0.143659442275075,0.00683152890159669,DPEP2,ENSG00000167261,BBJ_Graves,0.678011400140289,0.511624826300031,0.898508897710555,,,,,,,5,1,0,4,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.0120604368312175,0.10221052435689,0.906070797828074,DPEP3,ENSG00000141096,BBJ_Graves,1.01213345715657,0.828389196535273,1.23663386652109,0.0309240784367516,0.765404759611299,9.3216889172928,0.00945847174005091,,,4,3,0,1,log_odds,log_odds,FALSE
MR Egger,3,-0.0286599320601023,0.17118290157579,0.894394743519871,DPEP3,ENSG00000141096,BBJ_Graves,0.97174686823914,0.694767223907254,1.35914870972473,0.0309240784367516,0.765404759611299,9.3216889172928,0.00945847174005091,,,4,3,0,1,log_odds,log_odds,FALSE
Weighted median,3,-0.0693667117304158,0.0584561292149055,0.235367419547374,DPEP3,ENSG00000141096,BBJ_Graves,0.932984480984353,0.83198511828995,1.04624472556285,0.0309240784367516,0.765404759611299,9.3216889172928,0.00945847174005091,,,4,3,0,1,log_odds,log_odds,FALSE
Weighted mode,3,-0.0713465708780606,0.243837596992021,0.797392523967931,DPEP3,ENSG00000141096,BBJ_Graves,0.931139130494879,0.577372141567186,1.50166594111273,0.0309240784367516,0.765404759611299,9.3216889172928,0.00945847174005091,,,4,3,0,1,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.00103898177974214,0.197726539890705,0.995807423188662,DPP4,ENSG00000197635,BBJ_Graves,1.00103952170829,0.679427303494244,1.47488939415348,,,2.94068397338341,0.0863741513313751,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.391833120724129,0.509654692983198,0.44199970864022,DPP7,ENSG00000176978,BBJ_Graves,1.47969076107469,0.544934280666527,4.01788770882936,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.0328086567793047,0.158027905223335,0.835531107087551,DPP8,ENSG00000074603,BBJ_Graves,1.03335279527146,0.758110566821266,1.40852541334792,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.0678885772433079,0.0968790519420435,0.483455299381234,DPP9,ENSG00000142002,BBJ_Graves,1.0702460520695,0.885153356714463,1.29404312064293,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.0392263851374831,0.279638946752626,0.888442626039452,DPYD,ENSG00000188641,BBJ_Graves,1.0400058988803,0.601176956809738,1.79915789761072,,,8.20596443877885,0.00417529098939997,,,4,2,0,2,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.0899022850506901,0.156631051539384,0.565984817177059,DRAXIN,ENSG00000162490,BBJ_Graves,0.914020494374016,0.672401836582282,1.24246160358827,,,1.16472196242864,0.280488395239362,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.31622500088321,0.368396423998093,0.390681351319807,DRD4,ENSG00000069696,BBJ_Graves,0.728895429600502,0.354062441877225,1.50055042403151,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.326390514026237,0.386998884739053,0.399011049574155,DST,ENSG00000151914,BBJ_Graves,1.385956498659,0.649126737551141,2.95916853374691,,,0.00279799273481865,0.957814726896648,,,2,2,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.0677356665225723,0.0552276282660548,0.220017518205363,DSTYK,ENSG00000133059,BBJ_Graves,1.07008241248575,0.960299095838906,1.19241637784841,,,0.0858090728928755,0.76957423796211,,,6,2,0,4,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.0617100999389145,0.0696119600430256,0.375355138422928,DUSP3,ENSG00000108861,BBJ_Graves,0.94015539839604,0.820247182870716,1.07759245211883,,,0.00479838100470201,0.944774428510696,,,4,2,0,2,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.0359265099747694,0.0623446952771591,0.564442101679834,DUT,ENSG00000128951,BBJ_Graves,0.9647111875276,0.853745522416679,1.09009962676758,,,0.498270725503171,0.480260937414348,,,4,2,1,2,log_odds,log_odds,FALSE
Wald ratio,1,-0.0338324771970918,0.354835502705308,0.92403926462671,DYRK1B,ENSG00000105204,BBJ_Graves,0.96673344096881,0.482241591898332,1.93797789653205,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.16288792519268,0.78751302149879,0.836136073786372,DYRK2,ENSG00000127334,BBJ_Graves,0.849686411519289,0.181515641971353,3.97743682075877,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.0227281571331877,0.126043483463565,0.856901378986166,DYRK4,ENSG00000010219,BBJ_Graves,0.977528181720904,0.763552507396315,1.25146775998026,,,0.726409235592688,0.394049576881325,,,3,2,1,1,log_odds,log_odds,FALSE
Inverse variance weighted,3,-0.0427440568190363,0.0292089887900561,0.143361491924886,EBPL,ENSG00000123179,BBJ_Graves,0.958156592332871,0.904843141288675,1.01461127740156,-0.0365345857153683,0.599569546799861,0.534477381360629,0.76549033424875,,,5,3,1,2,log_odds,log_odds,FALSE
MR Egger,3,-0.0126862399729625,0.0505951405897833,0.843598258831197,EBPL,ENSG00000123179,BBJ_Graves,0.987393891157186,0.89417594603353,1.09032981777165,-0.0365345857153683,0.599569546799861,0.534477381360629,0.76549033424875,,,5,3,1,2,log_odds,log_odds,FALSE
Weighted median,3,-0.0428242537769953,0.0304590221817005,0.159735155168919,EBPL,ENSG00000123179,BBJ_Graves,0.958079754170052,0.90255654476987,1.017018624118,-0.0365345857153683,0.599569546799861,0.534477381360629,0.76549033424875,,,5,3,1,2,log_odds,log_odds,FALSE
Weighted mode,3,-0.0408816102019837,0.0788949690374008,0.655960334063996,EBPL,ENSG00000123179,BBJ_Graves,0.959942770651441,0.822410390897158,1.12047480567545,-0.0365345857153683,0.599569546799861,0.534477381360629,0.76549033424875,,,5,3,1,2,log_odds,log_odds,FALSE
Wald ratio,1,-0.196275690562745,0.477082254909974,0.680773028838969,ECE1,ENSG00000117298,BBJ_Graves,0.821785644898392,0.322595226556904,2.09343347503607,,,,,,,3,1,0,2,log_odds,log_odds,FALSE
Wald ratio,1,-0.093313048923738,0.354783804617764,0.792539915915133,EDAR,ENSG00000135960,BBJ_Graves,0.910908296795209,0.454440036948645,1.82588209159951,,,,,,,2,1,0,1,log_odds,log_odds,FALSE
Wald ratio,1,-0.0520584245634567,0.108581761994881,0.631625743890686,EDEM2,ENSG00000088298,BBJ_Graves,0.94927340433847,0.767299034526273,1.17440522617195,,,,,,,3,1,0,2,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.570778249480875,0.216701316317089,0.00844004189426338,EDN1,ENSG00000078401,BBJ_Graves,0.565085490037562,0.369533888077993,0.864119966674332,,,0.931921921793447,0.334364012390954,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.167003869648543,0.201510430282247,0.407239986700244,EDN3,ENSG00000124205,BBJ_Graves,0.846196336848431,0.570088131749159,1.2560307794844,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.457213582348035,0.588284968826951,0.437042281743905,EEF2,ENSG00000167658,BBJ_Graves,0.633045118359998,0.199837224512659,2.00536272887456,,,,,,,2,1,0,1,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.112281379413901,0.065596402240057,0.0869519188761755,EFEMP2,ENSG00000172638,BBJ_Graves,1.11882763142115,0.983844356256757,1.27233058854359,-0.0223077593127786,0.685772062697632,1.2670961708507,0.530705468213934,,,3,3,0,0,log_odds,log_odds,FALSE
MR Egger,3,0.171928328904167,0.128818930575775,0.409363707772548,EFEMP2,ENSG00000172638,BBJ_Graves,1.18759271409243,0.922602521316154,1.52869347522856,-0.0223077593127786,0.685772062697632,1.2670961708507,0.530705468213934,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted median,3,0.119856488607765,0.0665566859298818,0.071731545796565,EFEMP2,ENSG00000172638,BBJ_Graves,1.1273350545466,0.989461309450845,1.28442043470597,-0.0223077593127786,0.685772062697632,1.2670961708507,0.530705468213934,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted mode,3,0.121526472055313,0.290873168139001,0.716676926736392,EFEMP2,ENSG00000172638,BBJ_Graves,1.12921925828417,0.638531074005045,1.99698367893333,-0.0223077593127786,0.685772062697632,1.2670961708507,0.530705468213934,,,3,3,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.338007416671712,0.302190649662363,0.263343371695256,EFNA5,ENSG00000184349,BBJ_Graves,0.713189998382581,0.394434932073399,1.28954089111533,,,1.40779788205941,0.235422301562235,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.138319321470242,0.288656906689332,0.63180884391897,EFTUD1,ENSG00000140598,BBJ_Graves,1.14834218204828,0.652171173387988,2.0219994702018,,,,,,,2,1,0,1,log_odds,log_odds,FALSE
Wald ratio,1,0.00580376244774979,0.196570859322857,0.97644584876058,EFTUD2,ENSG00000108883,BBJ_Graves,1.00582063690635,0.684220447358143,1.47858070821018,,,,,,,3,1,1,2,log_odds,log_odds,FALSE
Wald ratio,1,-0.167580700368008,0.187878668876311,0.372413109202206,EGF,ENSG00000138798,BBJ_Graves,0.845708365558583,0.585187546181508,1.22221097192306,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.15773321285036,0.253945527322664,0.534514020738558,EGFL8,ENSG00000241404,BBJ_Graves,0.854077608507279,0.519199827204805,1.4049476196489,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.160955316396868,0.38761481395027,0.677962176218378,EGLN1,ENSG00000135766,BBJ_Graves,1.17463248082961,0.549487244161,2.51099817089774,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.021625244840575,0.0521773424182906,0.678539732270949,EGLN2,ENSG00000269858,BBJ_Graves,0.978606904327763,0.883474512489916,1.08398313664866,,,0.00333751585979011,0.953930849206705,,,4,2,0,2,log_odds,log_odds,FALSE
Wald ratio,1,-0.0786445368549682,0.148293672374795,0.59588336707963,EGLN3,ENSG00000129521,BBJ_Graves,0.924368444967775,0.691217920824533,1.23616155818542,,,,,,,2,1,1,1,log_odds,log_odds,FALSE
Wald ratio,1,-0.263128958173408,0.13768844371289,0.0559986617170368,EHMT1,ENSG00000181090,BBJ_Graves,0.768642768152156,0.586842793869745,1.00676315906802,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.385069570930096,0.348461227143144,0.269134825823512,EHMT2,ENSG00000204371,BBJ_Graves,1.469716567433,0.742364858020899,2.90971045470237,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.121067440619827,0.143302832368498,0.398202220944429,EIF2AK1,ENSG00000086232,BBJ_Graves,1.12870103009767,0.852309026442987,1.4947231295441,,,0.618255296576596,0.43169636843805,,,3,2,0,1,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.113888479289475,0.424832003965446,0.788638617776735,EIF2AK2,ENSG00000055332,BBJ_Graves,1.12062714477993,0.487345360311736,2.57682805642045,,,6.12289490530839,0.013344209410158,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.0757267610069359,0.313428560062797,0.809084136562294,EIF2AK3,ENSG00000172071,BBJ_Graves,0.927069483487409,0.50155262658542,1.71359450964262,,,,,,,1,1,1,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.0434009677980409,0.130052743693492,0.738592213000314,EIF2AK4,ENSG00000128829,BBJ_Graves,1.04435656426047,0.809367330603633,1.34757185282051,-0.0330876302783168,0.488023010060792,1.18751692983801,0.552247775410545,,,3,3,0,0,log_odds,log_odds,FALSE
MR Egger,3,0.259930922010622,0.245762833902993,0.482168405281059,EIF2AK4,ENSG00000128829,BBJ_Graves,1.29684050043727,0.801104216458208,2.09934643835711,-0.0330876302783168,0.488023010060792,1.18751692983801,0.552247775410545,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted median,3,0.0583056201725852,0.130757271716682,0.655664218918317,EIF2AK4,ENSG00000128829,BBJ_Graves,1.06003891548586,0.820387382666458,1.36969744548263,-0.0330876302783168,0.488023010060792,1.18751692983801,0.552247775410545,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted mode,3,0.0743500653517424,0.416925671905774,0.874892860032357,EIF2AK4,ENSG00000128829,BBJ_Graves,1.07718382423609,0.475768326824495,2.43884455054093,-0.0330876302783168,0.488023010060792,1.18751692983801,0.552247775410545,,,3,3,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.0894044495651996,0.515867177069168,0.862408511711415,EIF4A1,ENSG00000161960,BBJ_Graves,1.09352284173733,0.397844036936891,3.00568085576452,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.042426599103537,0.183285228523268,0.816943046872601,EIF4E,ENSG00000151247,BBJ_Graves,0.958460814822097,0.669204458800984,1.37274508779481,,,,,,,2,1,0,1,log_odds,log_odds,FALSE
Wald ratio,1,0.0217519266316322,0.176981644607908,0.902182336954811,EIF4H,ENSG00000106682,BBJ_Graves,1.02199022446357,0.722431916394456,1.44576117859225,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-1.03138608055883,1.04622797312819,0.324224442542625,ELOVL6,ENSG00000170522,BBJ_Graves,0.356512462947674,0.0458677552910193,2.7710345847664,,,,,,,2,1,0,1,log_odds,log_odds,FALSE
Wald ratio,1,-0.39403426382819,0.256955924934625,0.125160033842804,EMC10,ENSG00000161671,BBJ_Graves,0.674330950684766,0.407518936802464,1.11583092216359,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.263803741321057,0.243656968430775,0.278948270679172,EMID1,ENSG00000186998,BBJ_Graves,1.30187266741697,0.807539008910962,2.09881185114893,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.0535794685775529,0.143989803301719,0.709813935292772,EMILIN2,ENSG00000132205,BBJ_Graves,1.05504083103036,0.795614468999493,1.39905846174592,,,,,,,2,1,0,1,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.0649378333376785,0.0968419449607543,0.502504170050746,EMR2,ENSG00000127507,BBJ_Graves,1.06709268473156,0.88260953509818,1.29013652416631,0.00527112790221741,0.934521723585499,0.341177562838688,0.843168228633446,,,5,3,0,2,log_odds,log_odds,FALSE
MR Egger,3,0.0456154647086242,0.210766587187847,0.864311379047658,EMR2,ENSG00000127507,BBJ_Graves,1.04667185129739,0.692472296912341,1.58204446471449,0.00527112790221741,0.934521723585499,0.341177562838688,0.843168228633446,,,5,3,0,2,log_odds,log_odds,FALSE
Weighted median,3,0.0762053452086855,0.0965586129780067,0.429987327935803,EMR2,ENSG00000127507,BBJ_Graves,1.07918415670192,0.893106417896898,1.3040309875042,0.00527112790221741,0.934521723585499,0.341177562838688,0.843168228633446,,,5,3,0,2,log_odds,log_odds,FALSE
Weighted mode,3,0.0769461513877876,0.212929642576743,0.752428247017541,EMR2,ENSG00000127507,BBJ_Graves,1.07998391919151,0.711488554468762,1.63933103123933,0.00527112790221741,0.934521723585499,0.341177562838688,0.843168228633446,,,5,3,0,2,log_odds,log_odds,FALSE
Wald ratio,1,-0.131031692098553,0.27451884041858,0.633138526870235,ENC1,ENSG00000171617,BBJ_Graves,0.877189973959414,0.512175151679576,1.50234201696748,,,,,,,5,1,0,4,log_odds,log_odds,FALSE
Wald ratio,1,-0.980895625225379,1.06337929459757,0.356303021934826,ENDOU,ENSG00000111405,BBJ_Graves,0.37497511124585,0.0466482883986837,3.01417991700217,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.0360935095902344,0.219467534886108,0.869369468021908,ENG,ENSG00000106991,BBJ_Graves,1.03675278828677,0.674311668495008,1.59400525638144,,,3.06428470825573,0.0800303773003058,,,2,2,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,-0.0310693756916761,0.0963999492574569,0.747228010166633,ENGASE,ENSG00000167280,BBJ_Graves,0.969408317370563,0.802508143604013,1.1710192516762,-0.0787140480588036,0.513922668554775,5.96759924809596,0.0506002063796423,,,3,3,0,0,log_odds,log_odds,FALSE
MR Egger,3,0.153854045383163,0.216848398266063,0.607158671245582,ENGASE,ENSG00000167280,BBJ_Graves,1.16632064447214,0.762487766000862,1.78403366765675,-0.0787140480588036,0.513922668554775,5.96759924809596,0.0506002063796423,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted median,3,-0.0450026805820248,0.0666420147504133,0.499491588995496,ENGASE,ENSG00000167280,BBJ_Graves,0.955994919206869,0.838935855047734,1.08938756169546,-0.0787140480588036,0.513922668554775,5.96759924809596,0.0506002063796423,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted mode,3,-0.120587456371279,0.183476661166657,0.578552798894916,ENGASE,ENSG00000167280,BBJ_Graves,0.88639956266616,0.618658588198644,1.27001257184921,-0.0787140480588036,0.513922668554775,5.96759924809596,0.0506002063796423,,,3,3,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.745105551872549,0.689392869649868,0.27977980355282,ENHO,ENSG00000168913,BBJ_Graves,0.474684193490052,0.122908441802246,1.83327589419642,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.403852358440508,0.532955099193529,0.448594332668061,ENPP1,ENSG00000197594,BBJ_Graves,1.49758282517138,0.526902563789981,4.2564877690408,,,,,,,2,1,0,1,log_odds,log_odds,FALSE
Wald ratio,1,-0.0484568093852902,0.166834939402264,0.771473825275055,ENPP2,ENSG00000136960,BBJ_Graves,0.952698486050498,0.686977807610795,1.32119901875655,,,,,,,3,1,0,2,log_odds,log_odds,FALSE
Wald ratio,1,0.112764394383636,0.0930504540963326,0.225564860700455,ENPP3,ENSG00000154269,BBJ_Graves,1.11936817244987,0.932753331076042,1.34331882154556,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.33031655870169,0.305263592757772,0.279221449863342,ENPP5,ENSG00000112796,BBJ_Graves,0.718696187885918,0.395093354891846,1.30734724866012,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.0210549341714856,0.1077901772596,0.845132587691397,ENTPD1,ENSG00000138185,BBJ_Graves,1.02127815316577,0.826782338018585,1.26152799615107,-0.00525944275669987,0.981308582682105,0.213340272269863,0.898822113031402,,,11,3,0,8,log_odds,log_odds,FALSE
MR Egger,3,0.0371414162082808,0.558244933011504,0.957706443505732,ENTPD1,ENSG00000138185,BBJ_Graves,1.03783977782719,0.347490256751945,3.09968807329548,-0.00525944275669987,0.981308582682105,0.213340272269863,0.898822113031402,,,11,3,0,8,log_odds,log_odds,FALSE
Weighted median,3,0.0255811150599753,0.112767381678098,0.82054152372442,ENTPD1,ENSG00000138185,BBJ_Graves,1.02591111973747,0.822470261662988,1.27967377625656,-0.00525944275669987,0.981308582682105,0.213340272269863,0.898822113031402,,,11,3,0,8,log_odds,log_odds,FALSE
Weighted mode,3,0.0283134058567859,0.246615226515388,0.919084666514791,ENTPD1,ENSG00000138185,BBJ_Graves,1.02871804016347,0.634414699566028,1.66808998417229,-0.00525944275669987,0.981308582682105,0.213340272269863,0.898822113031402,,,11,3,0,8,log_odds,log_odds,FALSE
Wald ratio,1,-0.374227432488086,0.378527724364878,0.322839588765451,EP300,ENSG00000100393,BBJ_Graves,0.687820461319815,0.327541087997049,1.44438974024067,,,,,,,3,1,0,2,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.247201637682715,0.419987141068648,0.556134096945787,EPAS1,ENSG00000116016,BBJ_Graves,0.780983202010705,0.342879421589223,1.77886079892426,,,1.07836000982521,0.299064722852442,,,3,2,1,1,log_odds,log_odds,FALSE
